itemId,name,level,ilevel,jobs,MId,shieldSize,scriptType,slot,rslot,su_level,model_id
17282,cmb.cst._bmerang,40,"0",1057,24,"0","0",4,8,"0",32792
21241,coalition_bow,99,100,1024,115,"0","0",4,"0","0",32883
17290,coarse_boomerang,6,"0",1057,25,"0","0",4,8,"0",32793
18728,cobra_bow,71,"0",3265,35,"0","0",4,"0","0",32803
17275,coffinmaker,72,"0",70688,83,"0","0",4,"0","0",32851
17294,comet_tail,55,"0",1057,24,"0","0",4,8,"0",32792
17381,comp._fishing_rod,1,"0",4194303,1,"0","0",4,"0","0",32769
21482,compensator,99,119,65536,"0","0","0",4,"0","0",32768
17155,composite_bow,36,"0",7665,48,"0","0",4,"0","0",32816
17179,composite_bow_+1,36,"0",7665,48,"0","0",4,"0","0",32816
18934,condor,80,"0",1024,40,"0","0",4,"0","0",32808
19527,condor_+1,85,"0",1024,40,"0","0",4,"0","0",32808
19605,condor_+2,90,"0",1024,40,"0","0",4,"0","0",32808
19703,condor_+3,95,"0",1024,40,"0","0",4,"0","0",32808
17344,cornette,4,"0",512,69,"0","0",4,"0","0",32837
17369,cornette_+1,4,"0",512,69,"0","0",4,"0","0",32837
17846,cornette_+2,4,"0",512,69,"0","0",4,"0","0",32837
17262,corsairs_gun,75,"0",66560,60,"0","0",4,"0","0",32828
17263,corsairs_gun_+1,75,"0",66560,60,"0","0",4,"0","0",32828
17854,cradle_horn,70,"0",512,69,"0","0",4,"0","0",32837
18831,crooners_cithara,85,"0",512,81,"0","0",4,"0","0",32849
17217,crossbow,12,"0",1185,53,"0","0",4,"0","0",32821
17225,crossbow_+1,12,"0",1185,53,"0","0",4,"0","0",32821
17361,crumhorn,56,"0",512,70,"0","0",4,"0","0",32838
17377,crumhorn_+1,56,"0",512,70,"0","0",4,"0","0",32838
17847,crumhorn_+2,56,"0",512,70,"0","0",4,"0","0",32838
17252,culverin,73,"0",1056,63,"0","0",4,"0","0",32831
18147,culverin_+1,73,"0",1056,63,"0","0",4,"0","0",32831
17837,cyt._anglica_+1,75,"0",512,81,"0","0",4,"0","0",32849
17364,cythara_anglica,75,"0",512,81,"0","0",4,"0","0",32849
21402,damani_horn,99,"0",512,68,"0","0",4,"0","0",32836
21403,damani_horn_+1,99,"0",512,68,"0","0",4,"0","0",32836
18704,darksteel_hexagun,36,"0",65536,92,"0","0",4,"0","0",32860
19265,darkwing,77,"0",1185,52,"0","0",4,"0","0",32820
19266,darkwing_+1,77,"0",1185,52,"0","0",4,"0","0",32820
18571,daurdabla,99,"0",512,100,"0","0",4,"0","0",32868
18574,daurdabla,85,"0",512,100,"0","0",4,"0","0",32868
18575,daurdabla,90,"0",512,100,"0","0",4,"0","0",32868
18576,daurdabla,95,"0",512,100,"0","0",4,"0","0",32868
18839,daurdabla,99,"0",512,110,"0","0",4,"0","0",32878
21278,deathlocke,99,119,65536,93,"0","0",4,"0","0",32861
18231,death_chakram,61,"0",32768,27,"0","0",4,8,"0",32795
18987,death_penalty,75,"0",65536,95,"0","0",4,"0","0",32863
19007,death_penalty,75,"0",65536,95,"0",1,4,"0","0",32863
19076,death_penalty,80,"0",65536,95,"0",1,4,"0","0",32863
19096,death_penalty,85,"0",65536,95,"0",1,4,"0","0",32863
19628,death_penalty,90,"0",65536,95,"0",1,4,"0","0",32863
19726,death_penalty,95,"0",65536,95,"0",1,4,"0","0",32863
19835,death_penalty,99,"0",65536,95,"0",1,4,"0","0",32863
19964,death_penalty,99,"0",65536,107,"0",1,4,"0","0",32875
21262,death_penalty,99,119,65536,95,"0",1,4,"0","0",32863
21263,death_penalty,99,119,65536,107,"0",1,4,"0","0",32875
21268,death_penalty,99,119,65536,107,"0",1,4,"0","0",32875
22141,death_penalty,99,119,65536,107,"0",1,4,"0","0",32875
21280,decazoom_mk-xi,1,"0",4194303,120,"0","0",4,"0","0",32888
17923,deluxe_animator,87,"0",131072,"0","0","0",4,"0","0",32768
17274,deluxe_carbine,46,"0",70688,58,"0","0",4,"0","0",32826
21452,divinator,99,119,131072,"0","0","0",4,"0","0",32768
22261,divinator_ii,99,119,131072,"0","0","0",4,"0","0",32768
21274,donar_gun,99,119,70688,57,"0","0",4,"0","0",32825
21289,donderbuss,99,117,66560,60,"0","0",4,"0","0",32828
21290,donderbuss_+1,99,118,66560,60,"0","0",4,"0","0",32828
21476,doomsday,99,119,66560,123,"0","0",4,"0","0",32891
19395,dragonmaw,75,"0",66560,60,"0","0",4,"0","0",32828
18705,dst._hexagun_+1,36,"0",65536,92,"0","0",4,"0","0",32860
21372,dunna,99,"0",1048576,121,"0","0",4,"0","0",32889
18346,dynamis_bow,75,"0",3072,35,"0","0",4,"0","0",32803
18334,dynamis_gun,75,"0",1024,58,"0","0",4,"0","0",32826
18340,dynamis_horn,75,"0",512,70,"0","0",4,"0","0",32838
22260,e._animator_ii,99,115,131072,"0","0","0",4,"0","0",32768
19321,ebisu_f._rod_+1,1,"0",4194303,32783,"0","0",4,"0","0",65551
17011,ebisu_fishing_rod,1,"0",4194303,13,"0","0",4,"0","0",32781
17357,ebony_harp,60,"0",512,72,"0","0",4,"0","0",32840
17833,ebony_harp_+1,60,"0",512,72,"0","0",4,"0","0",32840
17848,ebony_harp_+2,60,"0",512,72,"0","0",4,"0","0",32840
21239,echidnas_bow,99,117,1024,32,"0","0",4,"0","0",32800
21240,echidnas_bow_+1,99,118,1024,32,"0","0",4,"0","0",32800
22110,eletta_bow,99,119,7665,51,"0","0",4,"0","0",32819
21453,em._animator,99,115,131072,"0","0","0",4,"0","0",32768
21251,em._crossbow,99,117,1024,53,"0","0",4,"0","0",32821
21462,eminent_bell,99,"0",1048576,113,"0","0",4,"0","0",32881
21231,eminent_bow,99,117,1024,37,"0","0",4,"0","0",32805
21405,eminent_flute,99,"0",512,67,"0","0",4,"0","0",32835
21281,eminent_gun,99,117,66560,57,"0","0",4,"0","0",32825
19946,erra,99,"0",66560,59,"0","0",4,"0","0",32827
17187,eurytos_bow,55,"0",1024,33,"0","0",4,"0","0",32801
22125,exalted_bow,99,119,7665,41,"0","0",4,"0",2,32809
22126,exalted_bow_+1,99,119,7665,41,"0","0",4,"0",2,32809
22137,exalted_c.bow,99,119,1185,62,"0","0",4,"0",2,32830
22138,exalted_c.bow_+1,99,119,1185,62,"0","0",4,"0",2,32830
19191,exequy_gun,85,"0",66560,58,"0","0",4,"0","0",32826
17207,expunger,72,"0",7665,45,"0","0",4,"0","0",32813
21454,f._animator,99,106,131072,"0","0","0",4,"0","0",32768
17349,faerie_piccolo,36,"0",512,67,"0","0",4,"0","0",32835
22117,fail-not,99,119,1024,133,"0","0",4,"0","0",32901
22131,fail-not,99,119,1024,133,"0","0",4,"0","0",32901
19216,failnaught,69,"0",7665,82,"0","0",4,"0","0",32850
21228,falubeza,99,119,1024,119,"0","0",4,"0","0",32887
18737,fane_hexagun,75,"0",65536,92,"0","0",4,"0","0",32860
17388,fastwater_f._rod,1,"0",4194303,8,"0","0",4,"0","0",32776
18736,fay_gendawa,75,"0",1024,48,"0","0",4,"0","0",32816
17196,federation_bow,15,"0",7665,43,"0","0",4,"0","0",32811
18335,ferdinand,75,"0",1024,58,"0",1,4,"0","0",32826
19204,fiendtrapper,1,"0",4194303,"0","0","0",4,"0","0",32768
21461,filiae_bell,99,"0",1048576,113,"0","0",4,"0","0",32881
19221,firefly,5,"0",70688,59,"0","0",4,"0","0",32827
17234,flagel._crossbow,68,"0",1185,52,"0","0",4,"0","0",32820
17291,flame_boomerang,19,"0",1057,24,"0","0",4,8,"0",32792
19190,fluid_crossbow,83,"0",1024,61,"0","0",4,"0","0",32829
17345,flute,1,"0",512,65,"0","0",4,"0","0",32833
17372,flute_+1,1,"0",512,65,"0","0",4,"0","0",32833
17844,flute_+2,1,"0",512,65,"0","0",4,"0","0",32833
21485,fomalhaut,99,119,66560,"0","0","0",4,"0","0",32768
22143,fomalhaut,99,119,66560,134,"0","0",4,"0","0",32902
21237,forefront_bow,99,106,1024,34,"0","0",4,"0","0",32802
21255,forefront_bowgun,99,106,1024,117,"0","0",4,"0","0",32885
21409,forefront_flute,99,"0",512,116,"0","0",4,"0","0",32884
21287,forefront_gun,99,106,66560,57,"0","0",4,"0","0",32825
18727,fourth_gun,60,"0",1024,59,"0","0",4,"0","0",32827
17159,freeswords_bow,10,"0",7665,44,"0","0",4,"0","0",32812
17365,frenzy_fife,66,"0",512,64,"0","0",4,"0","0",32832
18347,futatokoroto,75,"0",3072,82,"0",1,4,"0","0",32850
19409,gandiva,80,"0",1024,98,"0","0",4,"0","0",32866
19468,gandiva,85,"0",1024,98,"0",1,4,"0","0",32866
19546,gandiva,90,"0",1024,98,"0",1,4,"0","0",32866
19644,gandiva,95,"0",1024,98,"0",1,4,"0","0",32866
19817,gandiva,99,"0",1024,98,"0",1,4,"0","0",32866
19865,gandiva,99,"0",1024,108,"0",1,4,"0","0",32876
21212,gandiva,99,119,1024,98,"0",1,4,"0","0",32866
21213,gandiva,99,119,1024,108,"0",1,4,"0","0",32876
22116,gandiva,99,119,1024,108,"0",1,4,"0","0",32876
22130,gandiva,99,119,1024,108,"0","0",4,"0","0",32876
18981,gastraphetes,75,"0",1024,96,"0","0",4,"0","0",32864
19001,gastraphetes,75,"0",1024,96,"0",1,4,"0","0",32864
19070,gastraphetes,80,"0",1024,96,"0",1,4,"0","0",32864
19090,gastraphetes,85,"0",1024,96,"0",1,4,"0","0",32864
19622,gastraphetes,90,"0",1024,96,"0",1,4,"0","0",32864
19720,gastraphetes,95,"0",1024,96,"0",1,4,"0","0",32864
19829,gastraphetes,99,"0",1024,96,"0",1,4,"0","0",32864
19958,gastraphetes,99,"0",1024,106,"0",1,4,"0","0",32874
21246,gastraphetes,99,119,1024,96,"0",1,4,"0","0",32864
21247,gastraphetes,99,119,1024,106,"0",1,4,"0","0",32874
21266,gastraphetes,99,119,1024,106,"0",1,4,"0","0",32874
22139,gastraphetes,99,119,1024,106,"0","0",4,"0","0",32874
17351,gemshorn,19,"0",512,71,"0","0",4,"0","0",32839
17370,gemshorn_+1,19,"0",512,71,"0","0",4,"0","0",32839
17205,gendawa,70,"0",1024,31,"0","0",4,"0","0",32799
17206,gendawa_+1,70,"0",1024,31,"0","0",4,"0","0",32799
18342,gjallarhorn,75,"0",512,84,"0","0",4,"0","0",32852
18572,gjallarhorn,99,"0",512,84,"0","0",4,"0","0",32852
18577,gjallarhorn,80,"0",512,84,"0","0",4,"0","0",32852
18578,gjallarhorn,85,"0",512,84,"0","0",4,"0","0",32852
18579,gjallarhorn,90,"0",512,84,"0","0",4,"0","0",32852
18580,gjallarhorn,95,"0",512,84,"0","0",4,"0","0",32852
18840,gjallarhorn,99,"0",512,105,"0","0",4,"0","0",32873
17385,glass_fiber_f._rod,1,"0",4194303,5,"0","0",4,"0","0",32773
17013,goldfish_basket,1,"0",4194303,12,"0","0",4,"0","0",32780
19390,goshawk,75,"0",1024,40,"0","0",4,"0","0",32808
19208,grand_crossbow,74,"0",1153,54,"0","0",4,"0","0",32822
17162,great_bow,30,"0",3265,34,"0","0",4,"0","0",32802
17180,great_bow_+1,30,"0",3265,34,"0","0",4,"0","0",32802
19207,great_cassandra,71,"0",65536,94,"0","0",4,"0","0",32862
17245,grosveneurs_bow,70,"0",1024,56,"0","0",4,"0","0",32824
22282,grudge,1,"0",4194303,28,"0","0",4,8,"0",32796
21245,guglielmos_bow,99,"0",1024,52,"0","0",4,"0","0",32820
18146,gun_of_trials,71,"0",66560,59,"0","0",4,"0","0",32827
19941,gymnogyps,99,"0",1024,40,"0","0",4,"0","0",32808
19391,gyrfalcon,75,"0",1024,47,"0","0",4,"0","0",32815
17255,hakenbuechse,6,"0",1024,59,"0","0",4,"0","0",32827
21340,halakaala,99,"0",4194303,26,"0","0",4,"0","0",32794
17015,halcyon_rod,1,"0",4194303,1,"0","0",4,"0","0",32769
17208,hamayumi,30,"0",7665,82,"0","0",4,"0","0",32850
17379,hamelin_flute,58,"0",512,64,"0","0",4,"0","0",32832
19741,handgonne,97,"0",1056,60,"0","0",4,"0","0",32828
19742,handgonne_+1,97,"0",1056,60,"0","0",4,"0","0",32828
21227,hangaku-no-yumi,99,119,3072,86,"0","0",4,"0","0",32854
17838,harlequins_horn,70,"0",512,68,"0","0",4,"0","0",32836
17354,harp,14,"0",512,78,"0","0",4,"0","0",32846
17374,harp_+1,14,"0",512,78,"0","0",4,"0","0",32846
18933,harrier,80,"0",1024,35,"0","0",4,"0","0",32803
19526,harrier_+1,85,"0",1024,35,"0","0",4,"0","0",32803
19604,harrier_+2,90,"0",1024,35,"0","0",4,"0","0",32803
19702,harrier_+3,95,"0",1024,35,"0","0",4,"0","0",32803
17220,heavy_crossbow,60,"0",1185,52,"0","0",4,"0","0",32820
17227,heavy_crossbow+1,60,"0",1185,52,"0","0",4,"0","0",32820
17251,hellfire,70,"0",1024,58,"0","0",4,"0","0",32826
17264,hellfire_+1,70,"0",1024,58,"0","0",4,"0","0",32826
17849,hellish_bugle,68,"0",512,70,"0","0",4,"0","0",32838
17850,hellish_bugle_+1,68,"0",512,70,"0","0",4,"0","0",32838
17222,hexagun,65,"0",65536,90,"0","0",4,"0","0",32858
18687,hexagun_+1,65,"0",65536,90,"0","0",4,"0","0",32858
21294,hgafircian,99,105,66560,83,"0","0",4,"0","0",32851
21286,hgafircian_+1,99,113,66560,83,"0","0",4,"0","0",32851
21279,hgafircian_+2,99,119,66560,83,"0","0",4,"0","0",32851
22134,holliday,99,119,66560,59,"0","0",4,"0","0",32827
21248,home._bowgun,99,119,1024,117,"0","0",4,"0","0",32885
21226,homestead_bow,99,119,1024,34,"0","0",4,"0","0",32802
21406,homestead_flute,99,"0",512,116,"0","0",4,"0","0",32884
21275,homestead_gun,99,119,66560,57,"0","0",4,"0","0",32825
17352,horn,40,"0",512,68,"0","0",4,"0","0",32836
17371,horn_+1,40,"0",512,68,"0","0",4,"0","0",32836
17014,hume_fishing_rod,1,"0",4194303,8,"0","0",4,"0","0",32776
17183,hunters_longbow,12,"0",1024,47,"0","0",4,"0","0",32815
19396,huracan,75,"0",66560,59,"0","0",4,"0","0",32827
17192,ifrits_bow,72,"0",7665,46,"0","0",4,"0","0",32814
21256,illapa,99,119,1024,114,"0","0",4,"0","0",32882
22120,imati,99,119,1024,62,"0","0",4,"0","0",32830
22121,imati_+1,99,119,1024,62,"0","0",4,"0","0",32830
18683,imperial_bow,70,"0",3265,33,"0","0",4,"0","0",32801
18686,imperial_gun,71,"0",1024,83,"0","0",4,"0","0",32851
18685,imperial_kaman,71,"0",7665,91,"0","0",4,"0","0",32859
21250,iqonde_cross._+1,99,118,1024,52,"0","0",4,"0","0",32820
21249,iqonde_crossbow,99,117,1024,52,"0","0",4,"0","0",32820
17853,iron_ram_horn,60,"0",512,71,"0","0",4,"0","0",32839
19261,jinx_discus,83,"0",299040,28,"0","0",4,"0","0",32796
18134,jr.msk.chakram_+1,43,"0",299040,27,"0","0",4,8,"0",32795
18135,jr.msk.chakram_+2,43,"0",299040,27,"0","0",4,8,"0",32795
17283,jr.msk._chakram,40,"0",299040,27,"0","0",4,8,"0",32795
17174,judges_bow,1,"0",4194303,40,"0","0",4,"0","0",32808
17012,judges_rod,1,"0",4194303,11,"0","0",4,"0","0",32779
22111,kaja_bow,99,119,7665,144,"0","0",4,"0","0",32912
17156,kaman,50,"0",7665,41,"0","0",4,"0","0",32809
17182,kaman_+1,50,"0",7665,41,"0","0",4,"0","0",32809
19388,kestrel,75,"0",1024,36,"0","0",4,"0","0",32804
18719,killer_bow,75,"0",1024,52,"0","0",4,"0","0",32820
17224,killer_crossbow,40,"0",1185,52,"0","0",4,"0","0",32820
19188,killer_shortbow,83,"0",7665,41,"0","0",4,"0","0",32809
17198,kingdom_bow,15,"0",3265,37,"0","0",4,"0","0",32805
17836,kingdom_horn,25,"0",512,71,"0","0",4,"0","0",32839
18693,lamiabane,70,"0",4194303,27,"0","0",4,8,"0",32795
17166,lamian_kaman,75,"0",7665,91,"0","0",4,"0","0",32859
18682,lamian_kaman_+1,75,"0",7665,91,"0","0",4,"0","0",32859
18688,lamian_kaman_-1,75,"0",7665,91,"0","0",4,"0","0",32859
17356,lamia_harp,44,"0",512,74,"0","0",4,"0","0",32842
17360,langeleik,90,"0",512,76,"0","0",4,"0","0",32844
19784,lanner_bow,97,"0",7665,46,"0","0",4,"0","0",32814
19785,lanner_bow_+1,97,"0",7665,46,"0","0",4,"0","0",32814
17236,leo_crossbow,54,"0",1185,54,"0","0",4,"0","0",32822
17237,leo_crossbow_+1,54,"0",1185,54,"0","0",4,"0","0",32822
17223,lgn._crossbow,10,"0",1185,56,"0","0",4,"0","0",32824
17240,lightning_bow,55,"0",7665,41,"0","0",4,"0","0",32809
17241,lightning_bow_+1,55,"0",7665,41,"0","0",4,"0","0",32809
18172,light_boomerang,60,"0",1057,25,"0","0",4,8,"0",32793
17216,light_crossbow,1,"0",1153,56,"0","0",4,"0","0",32824
17228,light_crossbow_+1,1,"0",1153,56,"0","0",4,"0","0",32824
21404,linos,99,"0",512,124,"0","0",4,"0","0",32892
21277,lionsquall,99,119,1024,59,"0","0",4,"0","0",32827
17232,lion_crossbow,54,"0",1185,54,"0","0",4,"0","0",32822
17160,longbow,5,"0",3265,37,"0","0",4,"0","0",32805
17177,longbow_+1,5,"0",3265,37,"0","0",4,"0","0",32805
17292,long_boomerang,33,"0",1057,25,"0","0",4,8,"0",32793
17199,loxley_bow,57,"0",1024,32,"0","0",4,"0","0",32800
19320,lu_sh._f._rod_+1,1,"0",4194303,32782,"0","0",4,"0","0",65550
17386,lu_shangs_f._rod,1,"0",4194303,11,"0","0",4,"0","0",32779
19233,lyft_crossbow,73,"0",1024,62,"0","0",4,"0","0",32830
19234,lyft_hexagun,73,"0",65536,94,"0","0",4,"0","0",32862
17233,machine_crossbow,69,"0",1024,61,"0","0",4,"0","0",32829
19394,magnatus,75,"0",66560,57,"0","0",4,"0","0",32825
21375,magneto,99,117,131072,"0","0","0",4,"0","0",32768
17249,magoichis_gun,65,"0",1024,60,"0","0",4,"0","0",32828
21258,malayo_crossbow,99,100,1024,52,"0","0",4,"0","0",32820
21259,malayo_crossbow_+1,99,101,1024,52,"0","0",4,"0","0",32820
21483,malison,99,119,65536,"0","0","0",4,"0","0",32768
21484,malison_+1,99,119,65536,"0","0","0",4,"0","0",32768
18692,mamoolbane,70,"0",4194303,27,"0","0",4,8,"0",32795
17353,maple_harp,1,"0",512,75,"0","0",4,"0","0",32843
17373,maple_harp_+1,1,"0",512,75,"0","0",4,"0","0",32843
18333,marksman_gun,75,"0",1024,58,"0","0",4,"0","0",32826
18715,marss_hexagun,30,"0",65536,93,"0","0",4,"0","0",32861
18716,marss_hexagun_+1,30,"0",65536,93,"0","0",4,"0","0",32861
21398,marsyas,99,"0",512,135,"0","0",4,"0","0",32903
