"itemId","NAME","MID","ModelID"
"16692","psn._baghnakhs_+1","142","24718"
"16693","poison_katars_+1","119","24695"
"16694","tct.mag._hooks","139","24715"
"16695","katars_+1","119","24695"
"16696","patas_+1","138","24714"
"16697","dst._claws_+1","122","24698"
"16698","dst._knuckles_+1","129","24705"
"16699","himantes_+1","127","24703"
"16700","poison_cesti_+1","128","24704"
"16701","strike_baghnakhs","140","24716"
"16702","cougar_baghnakhs","141","24717"
"16703","impact_knuckles","130","24706"
"16704","butterfly_axe","94","24670"
"16705","greataxe","95","24671"
"16706","heavy_axe","93","24669"
"16707","bhuj","96","24672"
"16708","horror_voulge","365","24941"
"16709","inferno_axe","94","24670"
"16710","gigant_axe","98","24674"
"16711","demons_axe","97","24673"
"16712","centurions_axe","92","24668"
"16713","hellfire_axe","93","24669"
"16714","neckchopper","95","24671"
"16716","butterfly_axe_+1","94","24670"
"16717","greataxe_+1","95","24671"
"16718","heavy_axe_+1","93","24669"
"16719","moth_axe","94","24670"
"16720","plantbane","93","24669"
"16721","huge_moth_axe","95","24671"
"16722","heavy_moth_axe","94","24670"
"16723","executioner","93","24669"
"16724","heavy_dst._axe","93","24669"
"16725","massive_dst._axe","92","24668"
"16726","forsetis_axe","97","24673"
"16727","eisentaenzer","97","24673"
"16728","schwarz_axt","93","24669"
"16729","berserkers_axe","93","24669"
"16730","colossal_axe","98","24674"
"16731","colossal_axe_+1","98","24674"
"16732","bas._greataxe","92","24668"
"16733","republic_greataxe","92","24668"
"16734","pendragon_axe","96","24672"
"16735","axe_of_trials","94","24670"
"16768","bronze_zaghnal","197","24773"
"16769","brass_zaghnal","198","24774"
"16770","zaghnal","199","24775"
"16771","falcastra","200","24776"
"16772","brass_zaghnal_+1","198","24774"
"16773","cruel_scythe","195","24771"
"16774","scythe","195","24771"
"16775","mythril_scythe","196","24772"
"16776","mrc.cpt._scythe","194","24770"
"16777","death_scythe","201","24777"
"16778","brz._zaghnal_+1","197","24773"
"16779","zaghnal_+1","199","24775"
"16780","lgn._scythe","198","24774"
"16781","scythe_+1","195","24771"
"16782","mythril_scythe_+1","196","24772"
"16783","plantreaper","197","24773"
"16784","frostreaper","198","24774"
"16785","harvester","199","24775"
"16786","brb._scythe","196","24772"
"16787","demonslicer","201","24777"
"16788","vassagos_scythe","201","24777"
"16789","darksteel_scythe","194","24770"
"16790","dst._scythe_+1","194","24770"
"16791","death_scythe_+1","201","24777"
"16792","goshishos_scythe","197","24773"
"16793","scythe_of_trials","195","24771"
"16794","bone_scythe","322","24898"
"16795","bone_scythe_+1","322","24898"
"16796","mythril_zaghnal","200","24776"
"16797","mythril_zaghnal_+1","200","24776"
"16798","raven_scythe","194","24770"
"16799","snr.msk._scythe","345","24921"
"16832","harpoon","208","24784"
"16833","bronze_spear","205","24781"
"16834","brass_spear","206","24782"
"16835","spear","207","24783"
"16836","halberd","202","24778"
"16837","trident","216","24792"
"16838","tonbo-giri","214","24790"
"16839","partisan","204","24780"
"16840","ox_tongue","203","24779"
"16841","wyvern_spear","215","24791"
"16842","golden_spear","206","24782"
"16843","draconis_lance","212","24788"
"16844","ryl.sqr._halberd","202","24778"
"16845","lance","210","24786"
"16846","bloody_lance","209","24785"
"16847","mythril_lance","211","24787"
"16848","darksteel_lance","209","24785"
"16849","cermet_lance","213","24789"
"16850","mercurial_spear","207","24783"
"16851","r.k._army_lance","210","24786"
"16852","ryl.spr._spear","206","24782"
"16853","lizard_piercer","207","24783"
"16854","vougiers_contus","436","25012"
"16855","colossal_lance","210","24786"
"16856","obelisk","205","24781"
"16857","wind_spear","207","24783"
"16858","sacred_lance","210","24786"
"16859","bronze_spear_+1","205","24781"
"16860","holy_lance","210","24786"
"16861","ice_lance","213","24789"
"16862","harpoon_+1","208","24784"
"16863","cruel_spear","207","24783"
"16864","brass_spear_+1","206","24782"
"16865","spear_+1","207","24783"
"16866","halberd_+1","202","24778"
"16867","orc_piercer","208","24784"
"16868","heavy_halberd","202","24778"
"16869","thundercloud","206","24782"
"16870","envy_spear","205","24781"
"16871","kamayari","214","24790"
"16872","kamayari_+1","214","24790"
"16873","wyvern_spear_+1","215","24791"
"16874","partisan_+1","204","24780"
"16875","golden_spear_+1","206","24782"
"16876","lance_+1","210","24786"
"16877","mythril_lance_+1","211","24787"
"16878","dst._lance_+1","209","24785"
"16879","cermet_lance_+1","213","24789"
"16880","holy_lance_+1","210","24786"
"16881","carnage_lance","209","24785"
"16882","calamar","216","24792"
"16883","monsoon_spear","214","24790"
"16884","narval","213","24789"
"16885","gae_bolg","210","24786"
"16886","gnd.kgt._lance","211","24787"
"16887","peregrine","210","24786"
"16888","battle_fork","216","24792"
"16889","battle_fork_+1","216","24792"
"16890","obelisk_lance","370","24946"
"16891","obelisk_lance_+1","370","24946"
"16892","spear_of_trials","205","24781"
"16893","rsv.cpt._lance","212","24788"
"16894","ox_tongue_+1","203","24779"
"16895","ice_lance_+1","213","24789"
"16928","hellfire_sword","71","24647"
"16929","burning_claymore","66","24642"
"16930","mrc._greatsword","66","24642"
"16931","2-hand._sword_+1","71","24647"
"16932","greatsword_+1","72","24648"
"16933","dst._claymore_+1","65","24641"
"16934","braveheart","66","24642"
"16935","barbarians_sword","66","24642"
"16936","demonic_sword","71","24647"
"16937","icicle_sword","72","24648"
"16938","glorious_sword","68","24644"
"16939","ram-dao_+1","75","24651"
"16940","gerwitzs_sword","66","24642"
"16941","flamberge_+1","74","24650"
"16942","balmung","321","24897"
"16943","ascalon","73","24649"
"16944","lockheart","67","24643"
"16945","arondight","69","24645"
"16946","windurstian_sword","66","24642"
"16947","federation_sword","66","24642"
"16948","ryl.swd._blade_+1","72","24648"
"16949","ryl.swd._blade_+2","72","24648"
"16950","mythril_heart","67","24643"
"16951","mythril_heart_+1","67","24643"
"16952","sword_of_trials","66","24642"
"16953","rsv.cpt.grt._sword","64","24640"
"16954","pealing_nagan","73","24649"
"16955","nagan_+1","73","24649"
"16956","skofnung","69","24645"
"16957","faussar","75","24651"
"16958","faussar_+1","75","24651"
"16959","platoon_sword","71","24647"
"16960","uchigatana","154","24730"
"16961","murasame","155","24731"
"16962","ashura","156","24732"
"16963","taimakuniyuki","392","24968"
"16964","zanbato","151","24727"
"16965","koryukagemitsu","147","24723"
"16966","tachi","145","24721"
"16967","mikazuki","146","24722"
"16968","kamewari","146","24722"
"16969","onikiri","148","24724"
"16970","hosodachi","147","24723"
"16971","yukitsugu","323","24899"
"16972","kazaridachi","323","24899"
"16973","homura","145","24721"
"16974","dotanuki","154","24730"
"16975","kanesada","155","24731"
"16976","onimaru","144","24720"
"16977","yukitsugu_+1","323","24899"
"16978","uchigatana_+1","154","24730"
"16979","ashura_+1","156","24732"
"16980","sukesada","156","24732"
"16981","tachi_+1","145","24721"
"16982","nodachi","145","24721"
"16983","nodachi_+1","145","24721"
"16984","jindachi","145","24721"
"16985","jindachi_+1","145","24721"
"16986","homura_+1","145","24721"
"16987","okanehira","145","24721"
"16988","kotetsu","145","24721"
"16989","mikazuki_+1","146","24722"
"16990","daihannya","146","24722"
"16991","odenta","146","24722"
"17088","ash_staff","292","24868"
"17089","holly_staff","290","24866"
"17090","elm_staff","289","24865"
"17091","oak_staff","291","24867"
"17092","mahogany_staff","293","24869"
"17093","rune_staff","305","24881"
"17094","wis.wiz._staff","295","24871"
"17095","ash_pole","302","24878"
"17096","holly_pole","300","24876"
"17097","elm_pole","299","24875"
"17098","oak_pole","301","24877"
"17099","mahogany_pole","304","24880"
"17100","ebony_pole","298","24874"
"17101","mythic_pole","303","24879"
"17102","eight-sided_pole","296","24872"
"17103","mercenarys_pole","302","24878"
"17104","onion_staff","291","24867"
"17105","soulscourge","305","24881"
"17106","rockmasher","297","24873"
"17108","healing_staff","291","24867"
"17110","celeritas_pole","297","24873"
"17112","fulcrum_pole","361","24937"
"17116","misery_staff","294","24870"
"17117","hypno_staff","290","24866"
"17118","lituus_+1","303","24879"
"17119","elm_pole_+1","299","24875"
"17120","oak_pole_+1","301","24877"
"17122","ash_pole_+1","302","24878"
"17123","ash_staff_+1","292","24868"
"17124","holly_pole_+1","300","24876"
"17125","holly_staff_+1","290","24866"
"17126","elm_staff_+1","289","24865"
"17127","oak_staff_+1","291","24867"
"17128","lgn._staff","294","24870"
"17129","musketeers_pole","304","24880"
"17130","freeswords_staff","290","24866"
"17131","lituus","303","24879"
"17132","monster_signa","306","24882"
"17133","chanters_staff","293","24869"
"17134","dolphin_staff","292","24868"
"17135","walrus_staff","290","24866"
"17424","spiked_club","296","24872"
"17425","spiked_club_+1","296","24872"
"17472","cross-counters","129","24705"
"17473","torama_cesti","126","24702"
"17474","grapnel","0","24576"
"17475","dst._katars_+1","118","24694"
"17476","cat_baghnakhs_+1","140","24716"
"17477","bone_patas_+1","139","24715"
"17478","beat_cesti","127","24703"
"17479","behem._cesti_+1","128","24704"
"17480","dmd._knuckles_+1","135","24711"
"17481","kaiser_knuckles","134","24710"
"17482","jamadhars_+1","120","24696"
"17483","venom_katars_+1","118","24694"
"17484","stun_jamadhars_+1","120","24696"
"17485","dragon_claws_+1","125","24701"
"17486","stun_claws_+1","125","24701"
"17487","corrosive_claws","124","24700"
"17488","cermet_claws_+1","125","24701"
"17489","gold_patas_+1","137","24713"
"17490","feral_fangs","139","24715"
"17491","spartan_cesti","128","24704"
"17492","shivas_claws","125","24701"
"17493","tropical_punches","126","24702"
"17494","trp._punches_+1","126","24702"
"17495","san_dorian_cesti","126","24702"
"17496","kingdom_cesti","126","24702"
"17497","win._baghnakhs","140","24716"
"17498","fed._baghnakhs","140","24716"
"17499","bas._knuckles","131","24707"
"17500","republic_knuckles","131","24707"
"17501","t.m._hooks_+1","139","24715"
"17502","t.m._hooks_+2","139","24715"
"17503","exocets","121","24697"
"17504","pagures","133","24709"
"17505","narasimhas_cesti","126","24702"
"17506","vishnus_cesti","126","24702"
"17507","knuckles_of_trials","130","24706"
"17508","mst.cst.baghnakhs","142","24718"
"17509","destroyers","127","24703"
"17510","vampiric_claws","122","24698"
"17511","indra_katars","120","24696"
"17512","hydro_baghnakhs","141","24717"
"17513","hyd.baghnakhs_+1","141","24717"
"17514","hydro_claws","123","24699"
"17515","hydro_claws_+1","123","24699"
"17516","hydro_patas","139","24715"
"17517","hydro_patas_+1","139","24715"
"17518","manoples_+1","136","24712"
"17519","platoon_cesti","127","24703"
"17520","heavy_staff","293","24869"
"17521","mahogany_pole_+1","304","24880"
"17522","pride_staff","294","24870"
"17523","quarterstaff","296","24872"
"17524","footmans_staff","296","24872"
"17525","ebony_pole_+1","298","24874"
"17526","mythic_pole_+1","303","24879"
"17527","pole_of_trials","302","24878"
"17528","astral_signa","306","24882"
"17529","sunlight_pole","299","24875"
"17530","mst.cst._pole","301","24877"
"17531","ramuhs_staff","289","24865"
"17532","kukulcans_staff","293","24869"
"17533","whale_staff","292","24868"
"17534","whale_staff_+1","292","24868"
"17535","windurstian_pole","302","24878"
"17536","federation_pole","302","24878"
"17537","windurstian_staff","290","24866"
"17538","federation_staff","290","24866"
"17539","msk._pole_+1","304","24880"
"17540","msk._pole_+2","304","24880"
"17541","bastokan_staff","294","24870"
"17542","republic_staff","294","24870"
"17543","battle_staff","296","24872"
"17544","battle_staff_+1","296","24872"
"17545","fire_staff","329","24905"
"17546","vulcans_staff","329","24905"
"17547","ice_staff","327","24903"
"17548","aquilos_staff","327","24903"
"17549","wind_staff","326","24902"
"17550","austers_staff","326","24902"
"17551","earth_staff","331","24907"
"17552","terras_staff","331","24907"
"17553","thunder_staff","328","24904"
"17554","jupiters_staff","328","24904"
"17555","water_staff","325","24901"
"17556","neptunes_staff","325","24901"
"17557","light_staff","330","24906"
"17558","apollos_staff","330","24906"
"17559","dark_staff","324","24900"
"17560","plutos_staff","324","24900"
"17561","revenging_staff","291","24867"
"17562","rvg._staff_+1","291","24867"
"17563","power_staff","295","24871"
"17564","cocytus_pole","298","24874"
"17565","trick_staff","332","24908"
"17566","treat_staff","332","24908"
"17567","kirins_pole","300","24876"
"17568","eight-sd._pole_+1","296","24872"
"17569","iron-splitter","341","24917"
"17570","iron-splitter_+1","341","24917"
"17571","platoon_pole","299","24875"
"17572","dusky_staff","292","24868"
"17573","himmel_stock","290","24866"
"17574","archalauss_pole","304","24880"
"17575","somnus_signa","306","24882"
"17576","grim_staff","293","24869"
"17577","capricorn_staff","291","24867"
"17578","zen_pole","303","24879"
"17579","wyvern_perch","298","24874"
"17580","military_pole","299","24875"
"17581","mighty_pole","300","24876"
"17582","prelatic_pole","303","24879"
"17583","kgd._signet_staff","355","24931"
"17584","rep._signet_staff","357","24933"
"17585","fed._signet_staff","356","24932"
"17586","mercurial_pole","303","24879"
"17587","trick_staff_ii","332","24908"
"17588","treat_staff_ii","332","24908"
"17589","thyrsusstab","289","24865"
"17590","primate_staff","361","24937"
"17591","primate_staff_+1","361","24937"
"17592","kinkobo","361","24937"
"17593","martial_staff","289","24865"
"17594","gelong_staff","291","24867"
"17595","hope_staff","305","24881"
"17596","steel-splitter","341","24917"
"17597","dragon_staff","293","24869"
"17598","bahamuts_staff","293","24869"
"17599","diaboloss_pole","298","24874"
"17800","hosodachi_+1","147","24723"
"17801","kikugosaku","440","25016"
"17802","kiku-ichimonji","147","24723"
"17803","zanbato_+1","151","24727"
"17804","ushikirimaru","151","24727"
"17805","kazaridachi_+1","323","24899"
"17806","asa-arashi","323","24899"
"17807","gld.msk._uchigat.","155","24731"
"17808","scathacha","523","25099"
"17809","mumeito","154","24730"
"17810","futsuno_mitama","340","24916"
"17811","katayama","146","24722"
"17812","magoroku","146","24722"
"17813","soboro_sukehiro","155","24731"
"17814","raikiri","144","24720"
"17815","tachi_of_trials","145","24721"
"17816","kotetsu_+1","145","24721"
"17817","shinkotetsu","145","24721"
"17818","kanesada_+1","155","24731"
"17819","shinkanesada","155","24731"
"17820","gunromaru","154","24730"
"17821","kagehide","147","24723"
"17822","omokage","146","24722"
"17823","shinsoku","323","24899"
"17824","nukemaru","144","24720"
"17825","honebami","156","24732"
"17826","messhikimaru","323","24899"
"17827","michishiba","156","24732"
"17828","koen","145","24721"
"17829","hagun","151","24727"
"17830","wooden_katana","368","24944"
"17831","hardwood_katana","368","24944"
"18036","win._scythe","194","24770"
"18037","federation_scythe","194","24770"
"18038","bastokan_scythe","198","24774"
"18039","republic_scythe","198","24774"
"18040","webcutter","195","24771"
"18041","a_loutrance","201","24777"
"18042","ascention","322","24898"
"18043","suzakus_scythe","197","24773"
"18044","scarecrow_scythe","196","24772"
"18045","platoon_zaghnal","197","24773"
"18046","mutilator","196","24772"
"18047","havoc_scythe","201","24777"
"18048","king_maker","345","24921"
"18049","mighty_zaghnal","345","24921"
"18050","mandibular_sickle","350","24926"
"18051","antlion_sickle","350","24926"
"18052","tredecim_scythe","201","24777"
"18053","gravedigger","350","24926"
"18054","ivory_sickle","366","24942"
"18055","ivory_sickle_+1","366","24942"
"18056","martial_scythe","194","24770"
"18057","ys_scythe","201","24777"
"18058","orichalcum_scythe","372","24948"
"18059","tritons_scythe","372","24948"
"18060","blizzard_scythe","372","24948"
"18061","bahamut_zaghnal","200","24776"
"18062","lucent_scythe","194","24770"
"18063","garudas_sickle","366","24942"
"18064","volunt._scythe","196","24772"
"18065","storm_zaghnal","345","24921"
"18066","blackjack","350","24926"
"18067","keen_zaghnal","198","24774"
"18068","san_dorian_spear","205","24781"
"18069","kingdom_spear","205","24781"
"18070","san._halberd","202","24778"
"18071","kingdom_halberd","202","24778"
"18072","r.k._lance_+1","210","24786"
"18073","r.k._lance_+2","210","24786"
"18074","iron_ram_lance","212","24788"
"18075","rossignol","207","24783"
"18076","spark_spear","206","24782"
"18077","spark_spear_+1","206","24782"
"18078","spark_lance","370","24946"
"18079","spark_lance_+1","370","24946"
"18080","spark_fork","216","24792"
"18081","spark_fork_+1","216","24792"
"18082","barchha","212","24788"
"18083","barchha_+1","212","24788"
"18084","rune_halberd","337","24913"
"18085","platoon_lance","211","24787"
"18086","behourd_lance","211","24787"
"18087","schwarz_lance","210","24786"
"18088","dreizack","216","24792"
"18089","schiltron_spear","204","24780"
"18090","military_spear","207","24783"
"18091","mighty_lance","213","24789"
"18092","bourdonasse","210","24786"
"18093","couse","349","24925"
"18094","couse_+1","349","24925"
"18095","dispel_couse","349","24925"
"18096","heavy_lance","210","24786"
"18097","gondo-shizunori","349","24925"
"18098","martial_lance","212","24788"
"18099","stone-splitter","349","24925"
"18100","love_halberd","337","24913"
"18101","zs_trident","216","24792"
"18102","pitchfork","369","24945"
"18103","pitchfork_+1","369","24945"
"18104","fuscina","216","24792"
"18105","orichalcum_lance","370","24946"
"18106","tritons_lance","370","24946"
"18107","ponderous_lance","370","24946"
"18108","lucent_lance","210","24786"
"18109","leviathans_couse","349","24925"
"18110","mezraq","378","24954"
"18111","mezraq_+1","378","24954"
"18112","puk_lance","211","24787"
"18113","imperial_neza","212","24788"
"18114","tournament_lance","210","24786"
"18115","engetsuto","391","24967"
"18116","engetsuto_+1","391","24967"
"18117","gimlet_spear","206","24782"
"18118","dark_mezraq","388","24964"
"18119","dark_mezraq_+1","388","24964"
"18120","radiant_lance","370","24946"
"18121","valkyries_fork","405","24981"
"18122","broach_lance","210","24786"
"18123","thalassocrat","408","24984"
"18124","thalassocrat_+1","408","24984"
"18125","cletine","436","25012"
"18126","tomoe","444","25020"
"18127","achilles_spear","213","24789"
"18128","skystrider","211","24787"
"18129","dabo","453","25029"
"18130","dabo_+1","453","25029"
"18131","zaide","452","25028"
"18196","snr.msk._axe","92","24668"
"18197","bhuj_+1","96","24672"
"18198","byakkos_axe","98","24674"
"18199","ulfhedinn_axe","95","24671"
"18200","hydro_axe","95","24671"
"18201","hydro_axe_+1","95","24671"
"18202","hydro_cutter","94","24670"
"18203","hydro_cutter_+1","94","24670"
"18204","hydro_chopper","93","24669"
"18205","hydro_chopper_+1","93","24669"
"18206","rune_chopper","335","24911"
"18207","kheten","97","24673"
"18208","kheten_+1","97","24673"
"18209","platoon_cutter","94","24670"
"18210","raifu","97","24673"
"18211","gawains_axe","98","24674"
"18212","military_axe","95","24671"
"18213","mighty_axe","94","24670"
"18214","voulge","348","24924"
"18215","voulge_+1","348","24924"
"18216","twicer","348","24924"
"18217","rampager","348","24924"
"18218","leucous_voulge","365","24941"
"18219","lcs._voulge_+1","365","24941"
"18220","prominence_axe","94","24670"
"18221","martial_bhuj","96","24672"
"18222","fortitude_axe","335","24911"
"18223","toporok","92","24668"
"18224","toporok_+1","92","24668"
"18225","blizzard_toporok","92","24668"
"18226","darksteel_voulge","364","24940"
"18227","dst._voulge_+1","364","24940"
"18260","relic_knuckles","135","24711"
"18261","militant_knuckles","135","24711"
"18262","dynamis_knuckles","135","24711"
"18263","caestus","135","24711"
"18264","spharai","511","25087"
"18265","spharai","511","25087"
"18278","relic_blade","72","24648"
"18279","gilded_blade","72","24648"
"18280","dynamis_blade","72","24648"
"18281","valhalla","64","24640"
"18282","ragnarok","319","24895"
"18283","ragnarok","319","24895"
"18290","relic_bhuj","96","24672"
"18291","agonal_bhuj","96","24672"
"18292","dynamis_bhuj","96","24672"
"18293","abaddon_killer","96","24672"
"18294","bravura","339","24915"
"18295","bravura","339","24915"
"18296","relic_lance","210","24786"
"18297","hotspur_lance","210","24786"
"18298","dynamis_lance","210","24786"
"18299","gae_assail","210","24786"
"18300","gungnir","217","24793"
"18301","gungnir","217","24793"
"18302","relic_scythe","322","24898"
"18303","memento_scythe","322","24898"
"18304","dynamis_scythe","322","24898"
"18305","bec_de_faucon","322","24898"
"18306","apocalypse","338","24914"
"18307","apocalypse","338","24914"
"18314","ito","147","24723"
"18315","hayatemaru","147","24723"
"18316","oboromaru","147","24723"
"18317","totsukanotsurugi","148","24724"
"18318","amanomurakumo","340","24916"
"18319","amanomurakumo","340","24916"
"18326","relic_staff","295","24871"
"18327","sages_staff","295","24871"
"18328","dynamis_staff","295","24871"
"18329","thyrus","295","24871"
"18330","claustrum","342","24918"
"18331","claustrum","342","24918"
"18350","tourney_patas","137","24713"
"18351","meteor_cesti","128","24704"
"18352","mighty_patas","139","24715"
"18353","adargas","510","25086"
"18354","adargas_+1","510","25086"
"18355","hushed_baghnakhs","141","24717"
"18356","martial_knuckles","132","24708"
"18357","melt_claws","124","24700"
"18358","wagh_baghnakhs","142","24718"
"18359","boreas_cesti","128","24704"
"18360","faith_baghnakhs","143","24719"
"18361","ponder._manoples","136","24712"
"18362","sainti","509","25085"
"18363","sainti_+1","509","25085"
"18364","pahluwan_katars","118","24694"
"18365","pahluwan_patas","139","24715"
"18366","gust_claymore","66","24642"
"18367","gust_claymore_+1","66","24642"
"18368","gust_sword","72","24648"
"18369","gust_sword_+1","72","24648"
"18370","gust_tongue","74","24650"
"18371","gust_tongue_+1","74","24650"
"18372","balans_sword","75","24651"
"18373","balins_sword","74","24650"
"18374","mighty_sword","70","24646"
"18375","falx","352","24928"
"18376","falx_+1","352","24928"
"18377","mercurial_sword","70","24646"
"18378","subduer","68","24644"
"18379","vulcan_claymore","66","24642"
"18380","martial_sword","70","24646"
"18381","prominence_sword","71","24647"
"18382","darksteel_falx","362","24938"
"18383","darksteel_falx_+1","362","24938"
"18384","lucent_sword","71","24647"
"18385","algol","377","24953"
"18386","gloom_claymore","65","24641"
"18387","djinnbringer","65","24641"
"18388","doombringer","65","24641"
"18389","crude_sword","71","24647"
"18431","butachi","144","24720"
"18432","butachi_+1","144","24720"
"18433","kagiroi","144","24720"
"18434","kosetsusamonji","147","24723"
"18435","hotarumaru","146","24722"
"18436","lotus_katana","368","24944"
"18437","namikirimaru","156","24732"
"18438","kumokirimaru","146","24722"
"18439","shirogatana","392","24968"
"18440","shirogatana_+1","392","24968"
"18441","shinai","403","24979"
"18442","taimakuniyuki_+1","392","24968"
"18443","windslicer","156","24732"
"18444","tsurugitachi","147","24723"
"18445","amakura","148","24724"
"18446","pachipachio","440","25016"
"18447","nanatsusaya","443","25019"
"18448","hacchonenbutsu","147","24723"
"18449","namioyogi","146","24722"
"18450","mukademaru","153","24729"
"18451","mokusa","392","24968"
"18452","rindomaru","151","24727"
"18453","unshomaru","146","24722"
"18454","ishikirimaru","147","24723"
"18455","ame-no-ohabari","148","24724"
"18456","yoshihiro","144","24720"
"18457","murasamemaru","537","25113"
"18458","bizen-osafune","155","24731"
"18459","heshikiri-hasebe","151","24727"
"18460","kagotsurube","144","24720"
"18461","nikko-ichimonji","146","24722"
"18462","sasanuki","155","24731"
"18463","sasanuki_+1","155","24731"
"18464","ark_tachi","588","25164"
"18465","genjito","148","24724"
"18466","tenkomaru","602","25178"
"18481","lucent_axe","94","24670"
"18482","amood","376","24952"
"18483","amood_+1","376","24952"
"18484","wamoura_axe","95","24671"
"18485","imperial_bhuj","96","24672"
"18486","wardancer","363","24939"
"18487","eriks_axe","335","24911"
"18488","assailants_axe","94","24670"
"18489","dark_amood","385","24961"
"18490","dark_amood_+1","385","24961"
"18491","perdu_voulge","365","24941"
"18492","sturdy_axe","363","24939"
"18493","regiment_kheten","97","24673"
"18494","fourth_toporok","92","24668"
"18495","wootz_amood","406","24982"
"18496","wootz_amood_+1","406","24982"
"18497","foolkiller","434","25010"
"18498","balestarius","448","25024"
"18499","alastor","364","24940"
"18500","sparth","448","25024"
"18501","seismic_axe","98","24674"
"18502","trainee_axe","348","24924"
"18503","mammut","98","24674"
"18504","eventreuse","451","25027"
"18505","erlkings_kheten","97","24673"
"18506","tewhatewha","348","24924"
"18507","kinship_axe","94","24670"
"18508","lyft_voulge","364","24940"
"18509","tewhatewha+1","348","24924"
"18510","vermeil_bhuj","520","25096"
"18511","dolor_bhuj","96","24672"
"18512","dolor_bhuj_+1","96","24672"
"18513","barbarus_bhuj","96","24672"
"18514","magnus_toporok","92","24668"
"18515","widowmaker","451","25027"
"18516","warlords_axe","98","24674"
"18517","elephas_axe","93","24669"
"18518","elephas_axe_+1","93","24669"
"18519","oneiros_axe","93","24669"
"18520","laceratrice","96","24672"
"18521","dies_irae","348","24924"
"18522","firnaxe","93","24669"
"18523","firnaxe_+1","93","24669"
"18524","huskarl_axe","603","25179"
"18525","himthige","603","25179"
"18551","twilight_scythe","526","25102"
"18552","maleficus","350","24926"
"18553","woeborn","322","24898"
"18554","darklinn_scythe","194","24770"
"18555","sectum_sickle","393","24969"
"18556","sectum_sickle+1","393","24969"
"18557","sortilege_scythe","196","24772"
"18558","wroth_scythe","596","25172"
"18559","void_scythe","194","24770"
"18560","nirastamo","366","24942"
"18561","yhatdhara","199","24775"
"18562","yhatdhara_+1","199","24775"
"18563","ark_scythe","586","25162"
"18564","devilish_scythe","201","24777"
"18565","adflictio","596","25172"
