"itemId","NAME","MID","ModelID"
"17230","power_crossbow","62","32830"
"17231","tells_crossbow","53","32821"
"17232","lion_crossbow","54","32822"
"17233","machine_crossbow","61","32829"
"17234","flagel._crossbow","52","32820"
"17235","armbrust","62","32830"
"17236","leo_crossbow","54","32822"
"17237","leo_crossbow_+1","54","32822"
"17238","bas._crossbow","56","32824"
"17239","rep._crossbow","56","32824"
"17240","lightning_bow","41","32809"
"17241","lightning_bow_+1","41","32809"
"17242","velocity_bow","52","32820"
"17243","velocity_bow_+1","52","32820"
"17244","othinus_bow","62","32830"
"17245","grosveneurs_bow","56","32824"
"17246","ziskas_crossbow","61","32829"
"17247","rikonodo","53","32821"
"17248","arquebus","59","32827"
"17249","magoichis_gun","60","32828"
"17250","matchlock_gun","57","32825"
"17251","hellfire","58","32826"
"17252","culverin","63","32831"
"17253","musketeer_gun","57","32825"
"17254","arquebus_+1","59","32827"
"17255","hakenbuechse","59","32827"
"17256","serpentine_gun","60","32828"
"17257","bandits_gun","60","32828"
"17258","bandits_gun_+1","60","32828"
"17259","pirates_gun","60","32828"
"17260","pirates_gun_+1","60","32828"
"17261","matchlock_gun_+1","57","32825"
"17262","corsairs_gun","60","32828"
"17263","corsairs_gun_+1","60","32828"
"17264","hellfire_+1","58","32826"
"17265","tanegashima","59","32827"
"17266","tanegashima_+1","59","32827"
"17267","negoroshiki","57","32825"
"17268","negoroshiki_+1","57","32825"
"17269","musketeer_gun_+1","57","32825"
"17270","musketeer_gun_+2","57","32825"
"17271","platoon_gun","59","32827"
"17272","military_gun","57","32825"
"17273","phineus_gun","58","32826"
"17274","deluxe_carbine","58","32826"
"17275","coffinmaker","83","32851"
"17279","moonring_blade_+1","28","32796"
"17280","boomerang","25","32793"
"17281","wingedge","24","32792"
"17282","cmb.cst._bmerang","24","32792"
"17283","jr.msk._chakram","27","32795"
"17284","chakram","27","32795"
"17285","moonring_blade","28","32796"
"17286","rising_sun","26","32794"
"17287","boomerang_+1","25","32793"
"17288","wingedge_+1","24","32792"
"17289","chakram_+1","27","32795"
"17290","coarse_boomerang","25","32793"
"17291","flame_boomerang","24","32792"
"17292","long_boomerang","25","32793"
"17293","yagudo_freezer","25","32793"
"17294","comet_tail","24","32792"
"17295","rising_sun_+1","26","32794"
"17344","cornette","69","32837"
"17345","flute","65","32833"
"17346","siren_flute","64","32832"
"17347","piccolo","66","32834"
"17348","traversiere","64","32832"
"17349","faerie_piccolo","67","32835"
"17350","angels_flute","67","32835"
"17351","gemshorn","71","32839"
"17352","horn","68","32836"
"17353","maple_harp","75","32843"
"17354","harp","78","32846"
"17355","rose_harp","79","32847"
"17356","lamia_harp","74","32842"
"17357","ebony_harp","72","32840"
"17358","oneiros_harp","80","32848"
"17359","mythic_harp","77","32845"
"17360","langeleik","76","32844"
"17361","crumhorn","70","32838"
"17362","shofar","70","32838"
"17363","mass_chalemie","111","32879"
"17364","cythara_anglica","81","32849"
"17365","frenzy_fife","64","32832"
"17366","marys_horn","68","32836"
"17367","ryl.spr._horn","71","32839"
"17368","piccolo_+1","66","32834"
"17369","cornette_+1","69","32837"
"17370","gemshorn_+1","71","32839"
"17371","horn_+1","68","32836"
"17372","flute_+1","65","32833"
"17373","maple_harp_+1","75","32843"
"17374","harp_+1","78","32846"
"17375","traversiere_+1","64","32832"
"17376","rose_harp_+1","79","32847"
"17377","crumhorn_+1","70","32838"
"17378","angels_flute_+1","67","32835"
"17379","hamelin_flute","64","32832"
"17380","mithran_fish._rod","0","32768"
"17381","comp._fishing_rod","1","32769"
"17382","s.h._fishing_rod","2","32770"
"17383","clothespole","3","32771"
"17384","carbon_fish._rod","4","32772"
"17385","glass_fiber_f._rod","5","32773"
"17386","lu_shangs_f._rod","11","32779"
"17387","tarutaru_f._rod","6","32774"
"17388","fastwater_f._rod","8","32776"
"17389","bamboo_fish._rod","7","32775"
"17390","yew_fishing_rod","9","32777"
"17391","willow_fish._rod","10","32778"
"17832","shofar_+1","70","32838"
"17833","ebony_harp_+1","72","32840"
"17834","mythic_harp_+1","77","32845"
"17835","san_dorian_horn","71","32839"
"17836","kingdom_horn","71","32839"
"17837","cyt._anglica_+1","81","32849"
"17838","harlequins_horn","68","32836"
"17839","military_harp","74","32842"
"17840","angel_lyre","76","32844"
"17841","nursemaids_harp","76","32844"
"17842","sorrowful_harp","80","32848"
"17843","oliphant","70","32838"
"17844","flute_+2","65","32833"
"17845","traversiere_+2","64","32832"
"17846","cornette_+2","69","32837"
"17847","crumhorn_+2","70","32838"
"17848","ebony_harp_+2","72","32840"
"17849","hellish_bugle","70","32838"
"17850","hellish_bugle_+1","70","32838"
"17851","storm_fife","67","32835"
"17852","requiem_flute","65","32833"
"17853","iron_ram_horn","71","32839"
"17854","cradle_horn","69","32837"
"17855","ney","67","32835"
"17856","syrinx","65","32833"
"17857","animator_+1","0","32768"
"17858","turbo_animator","0","32768"
"17859","animator","0","32768"
"17923","deluxe_animator","0","32768"
"18132","cmb.cst.bmrng_+1","24","32792"
"18133","cmb.cst.bmrng_+2","24","32792"
"18134","jr.msk.chakram_+1","27","32795"
"18135","jr.msk.chakram_+2","27","32795"
"18141","ungur_boomerang","25","32793"
"18142","shigeto_bow","82","32850"
"18143","shigeto_bow_+1","82","32850"
"18144","bow_of_trials","50","32818"
"18145","mst.cst._bow","40","32808"
"18146","gun_of_trials","59","32827"
"18147","culverin_+1","63","32831"
"18170","platoon_edge","24","32792"
"18171","platoon_disc","27","32795"
"18172","light_boomerang","25","32793"
"18231","death_chakram","27","32795"
"18245","aureole","26","32794"
"18246","rogetsurin","28","32796"
"18332","relic_gun","58","32826"
"18333","marksman_gun","58","32826"
"18334","dynamis_gun","58","32826"
"18335","ferdinand","58","32826"
"18336","annihilator","85","32853"
"18337","annihilator","85","32853"
"18338","relic_horn","70","32838"
"18339","pyrrhic_horn","70","32838"
"18340","dynamis_horn","70","32838"
"18341","millennium_horn","70","32838"
"18342","gjallarhorn","84","32852"
"18343","pans_horn","68","32836"
"18344","relic_bow","35","32803"
"18345","wolver_bow","35","32803"
"18346","dynamis_bow","35","32803"
"18347","futatokoroto","82","32850"
"18348","yoichinoyumi","86","32854"
"18349","yoichinoyumi","86","32854"
"18571","daurdabla","100","32868"
"18572","gjallarhorn","84","32852"
"18573","pyf_harp","78","32846"
"18574","daurdabla","100","32868"
"18575","daurdabla","100","32868"
"18576","daurdabla","100","32868"
"18577","gjallarhorn","84","32852"
"18578","gjallarhorn","84","32852"
"18579","gjallarhorn","84","32852"
"18580","gjallarhorn","84","32852"
"18649","annihilator","85","32853"
"18650","yoichinoyumi","86","32854"
"18663","annihilator","85","32853"
"18664","yoichinoyumi","86","32854"
"18677","annihilator","85","32853"
"18678","yoichinoyumi","86","32854"
"18679","soulgauger_sgr-1","0","32768"
"18682","lamian_kaman_+1","91","32859"
"18683","imperial_bow","33","32801"
"18684","storm_zamburak","55","32823"
"18685","imperial_kaman","91","32859"
"18686","imperial_gun","83","32851"
"18687","hexagun_+1","90","32858"
"18688","lamian_kaman_-1","91","32859"
"18692","mamoolbane","27","32795"
"18693","lamiabane","27","32795"
"18694","trollbane","27","32795"
"18695","cerberus_bow","32","32800"
"18701","cerberus_bow_+1","32","32800"
"18702","trump_gun","90","32858"
"18703","shark_gun","57","32825"
"18704","darksteel_hexagun","92","32860"
"18705","dst._hexagun_+1","92","32860"
"18706","peacemaker","58","32826"
"18708","snakeeye","24","32792"
"18709","snakeeye_+1","24","32792"
"18710","seadog_gun","60","32828"
"18711","seadog_gun_+1","60","32828"
"18714","valis_bow","33","32801"
"18715","marss_hexagun","93","32861"
"18716","marss_hexagun_+1","93","32861"
"18717","perdu_bow","40","32808"
"18718","perdu_crossbow","53","32821"
"18719","killer_bow","52","32820"
"18720","quicksilver","92","32860"
"18721","soultrapper","0","32768"
"18724","soultrapper_2000","0","32768"
"18727","fourth_gun","59","32827"
"18728","cobra_bow","35","32803"
"18736","fay_gendawa","48","32816"
"18737","fane_hexagun","92","32860"
"18831","crooners_cithara","81","32849"
"18832","apollos_flute","64","32832"
"18833","cantabanks_horn","68","32836"
"18834","vihuela","78","32846"
"18839","daurdabla","110","32878"
"18840","gjallarhorn","105","32873"
"18933","harrier","35","32803"
"18934","condor","40","32808"
"18935","bateleur","34","32802"
"18936","sparrowhawk","37","32805"
"18937","bedlam","57","32825"
"18938","spitfire","60","32828"
"18939","mayhem","59","32827"
"18940","anarchy","58","32826"
"18981","gastraphetes","96","32864"
"18987","death_penalty","95","32863"
"19001","gastraphetes","96","32864"
"19007","death_penalty","95","32863"
"19070","gastraphetes","96","32864"
"19076","death_penalty","95","32863"
"19090","gastraphetes","96","32864"
"19096","death_penalty","95","32863"
"19187","murti_bow","86","32854"
"19188","killer_shortbow","41","32809"
"19189","virtus_crossbow","62","32830"
"19190","fluid_crossbow","61","32829"
"19191","exequy_gun","58","32826"
"19192","awildas_gun","94","32862"
"19203","war_hoop","26","32794"
"19204","fiendtrapper","0","32768"
"19206","silver_cassandra","94","32862"
"19207","great_cassandra","94","32862"
"19208","grand_crossbow","54","32822"
"19209","molybdosis","97","32865"
"19215","amanokakoyumi","31","32799"
"19216","failnaught","82","32850"
"19217","basilisk","58","32826"
"19218","murderer","57","32825"
"19221","firefly","59","32827"
"19222","wurger","34","32802"
"19224","musketoon","59","32827"
"19225","musketoon_+1","59","32827"
"19226","blunderbuss","58","32826"
"19227","blunderbuss_+1","58","32826"
"19230","nous_arbalest","56","32824"
"19231","trackers_bow","53","32821"
"19232","octant","56","32824"
"19233","lyft_crossbow","62","32830"
"19234","lyft_hexagun","94","32862"
"19235","veuglaire","90","32858"
"19241","trackers_bow_+1","53","32821"
"19260","raiders_bmrng.","24","32792"
"19261","jinx_discus","28","32796"
"19263","amazon_bow","32","32800"
"19264","amazon_bow_+1","32","32800"
"19265","darkwing","52","32820"
"19266","darkwing_+1","52","32820"
"19267","ribauldequin","58","32826"
"19268","ribauldequin_+1","58","32826"
"19319","mmm_fishing_rod","1","32769"
"19320","lu_sh._f._rod_+1","32782","65550"
"19321","ebisu_f._rod_+1","32783","65551"
"19387","sparrow","37","32805"
"19388","kestrel","36","32804"
"19389","astrild","35","32803"
"19390","goshawk","40","32808"
"19391","gyrfalcon","47","32815"
"19392","thunderstick","59","32827"
"19393","blue_steel","60","32828"
"19394","magnatus","57","32825"
"19395","dragonmaw","60","32828"
"19396","huracan","59","32827"
"19409","gandiva","98","32866"
"19410","armageddon","99","32867"
"19468","gandiva","98","32866"
"19469","armageddon","99","32867"
"19526","harrier_+1","35","32803"
"19527","condor_+1","40","32808"
"19528","bateleur_+1","34","32802"
"19529","sparrowhawk_+1","37","32805"
"19530","bedlam_+1","57","32825"
"19531","spitfire_+1","60","32828"
"19532","mayhem_+1","59","32827"
"19533","anarchy_+1","58","32826"
"19546","gandiva","98","32866"
"19547","armageddon","99","32867"
"19604","harrier_+2","35","32803"
"19605","condor_+2","40","32808"
"19606","bateleur_+2","34","32802"
"19607","sparrowhawk_+2","37","32805"
"19608","bedlam_+2","57","32825"
"19609","spitfire_+2","60","32828"
"19610","mayhem_+2","59","32827"
"19611","anarchy_+2","58","32826"
"19622","gastraphetes","96","32864"
"19628","death_penalty","95","32863"
"19644","gandiva","98","32866"
"19645","armageddon","99","32867"
"19702","harrier_+3","35","32803"
"19703","condor_+3","40","32808"
"19704","bateleur_+3","34","32802"
"19705","sparrowhawk_+3","37","32805"
"19706","bedlam_+3","57","32825"
"19707","spitfire_+3","60","32828"
"19708","mayhem_+3","59","32827"
"19709","anarchy_+3","58","32826"
"19720","gastraphetes","96","32864"
"19726","death_penalty","95","32863"
"19730","vision_bow","32","32800"
"19731","suppressor_gun","60","32828"
"19732","miramar_gun","59","32827"
"19733","beursault_bow","33","32801"
"19734","beursault_bow_+1","33","32801"
"19735","cecchinos_fucile","60","32828"
"19736","cecchin._fucile_+1","60","32828"
"19737","percept_bow","51","32819"
"19738","aifes_bow","37","32805"
"19739","moros_crossbow","62","32830"
"19740","stoertebeker","94","32862"
"19741","handgonne","60","32828"
"19742","handgonne_+1","60","32828"
"19743","opprimo","58","32826"
"19744","opprimo_+1","58","32826"
"19758","annihilator","85","32853"
"19759","yoichinoyumi","86","32854"
"19770","aliyat_chakram","26","32794"
"19784","lanner_bow","46","32814"
"19785","lanner_bow_+1","46","32814"
"19786","nurigomeyumi","82","32850"
"19787","nurigomeyumi_+1","82","32850"
"19817","gandiva","98","32866"
"19818","armageddon","99","32867"
"19829","gastraphetes","96","32864"
"19835","death_penalty","95","32863"
"19851","annihilator","103","32871"
"19852","yoichinoyumi","104","32872"
"19865","gandiva","108","32876"
"19866","armageddon","109","32877"
"19940","circinae","32","32800"
"19941","gymnogyps","40","32808"
"19942","terathopus","33","32801"
"19943","accipiter","37","32805"
"19944","mollfrith","57","32825"
"19945","aithon","60","32828"
"19946","erra","59","32827"
"19947","ataktos","58","32826"
"19958","gastraphetes","106","32874"
"19964","death_penalty","107","32875"
"21210","yoichinoyumi","86","32854"
"21211","yoichinoyumi","104","32872"
"21212","gandiva","98","32866"
"21213","gandiva","108","32876"
"21214","nobility","40","32808"
"21215","vijaya_bow","33","32801"
"21216","nibiru_bow","126","32894"
"21217","blurred_bow","129","32897"
"21218","blurred_bow_+1","129","32897"
"21219","paloma_bow","33","32801"
"21220","paloma_bow_+1","33","32801"
"21221","brahmastra","50","32818"
"21222","mengado","48","32816"
"21223","mengado_+1","48","32816"
"21224","phaosphaelia","122","32890"
"21226","homestead_bow","34","32802"
"21227","hangaku-no-yumi","86","32854"
"21228","falubeza","119","32887"
"21229","cibitshavore","34","32802"
"21230","bocluamni_+2","101","32869"
"21231","eminent_bow","37","32805"
"21232","phulax_bow","38","32806"
"21233","ajjub_bow","119","32887"
"21234","circinae_-1","32","32800"
"21235","cama._bow","118","32886"
"21236","bocluamni_+1","101","32869"
"21237","forefront_bow","34","32802"
"21238","speleogen_bow","86","32854"
"21239","echidnas_bow","32","32800"
"21240","echidnas_bow_+1","32","32800"
"21241","coalition_bow","115","32883"
"21242","bocluamni","101","32869"
"21243","ahkormaar_bow","35","32803"
"21244","ahkormaar_bow_+1","35","32803"
"21245","guglielmos_bow","52","32820"
"21246","gastraphetes","96","32864"
"21247","gastraphetes","106","32874"
"21248","home._bowgun","117","32885"
"21249","iqonde_crossbow","52","32820"
"21250","iqonde_cross._+1","52","32820"
"21251","em._crossbow","53","32821"
"21252","one-eyed","61","32829"
"21253","atetepeyorg","114","32882"
"21254","cama._bowgun","53","32821"
"21255","forefront_bowgun","117","32885"
"21256","illapa","114","32882"
"21257","zoquittihuitz","114","32882"
"21258","malayo_crossbow","52","32820"
"21259","malayo_crossbow_+1","52","32820"
"21260","annihilator","85","32853"
"21261","annihilator","103","32871"
"21262","death_penalty","95","32863"
"21263","death_penalty","107","32875"
"21264","armageddon","99","32867"
"21265","armageddon","109","32877"
"21266","gastraphetes","106","32874"
"21267","annihilator","103","32871"
"21268","death_penalty","107","32875"
"21269","armageddon","109","32877"
"21272","troll_gun","143","32911"
"21273","nibiru_gun","127","32895"
"21274","donar_gun","57","32825"
"21275","homestead_gun","57","32825"
"21276","pulfanxa","58","32826"
"21277","lionsquall","59","32827"
"21278","deathlocke","93","32861"
"21279","hgafircian_+2","83","32851"
"21280","decazoom_mk-xi","120","32888"
"21281","eminent_gun","57","32825"
"21282","qasama_hexagun","92","32860"
"21283","mollfrith_-1","57","32825"
"21284","vanir_gun","60","32828"
"21285","cama._gun","58","32826"
"21286","hgafircian_+1","83","32851"
"21287","forefront_gun","57","32825"
"21288","surefire_arquebus","59","32827"
"21289","donderbuss","60","32828"
"21290","donderbuss_+1","60","32828"
"21291","shadeshot_gun","60","32828"
"21292","bandeiras_gun","57","32825"
"21293","bandeiras_gun_+1","57","32825"
"21294","hgafircian","83","32851"
"21340","halakaala","26","32794"
"21348","narmar_boomerang","25","32793"
"21349","wingcutter","24","32792"
"21350","wingcutter_+1","24","32792"
"21368","bestas_bane","27","32795"
"21372","dunna","121","32889"
"21375","magneto","0","32768"
"21390","albin_bane","27","32795"
"21392","animator_z","0","32768"
"21398","marsyas","135","32903"
"21399","nibiru_harp","128","32896"
"21400","blurred_harp","131","32899"
"21401","blurred_harp_+1","131","32899"
"21402","damani_horn","68","32836"
"21403","damani_horn_+1","68","32836"
"21404","linos","124","32892"
"21405","eminent_flute","67","32835"
"21406","homestead_flute","116","32884"
"21407","terpander","80","32848"
"21408","cama._harp","81","32849"
"21409","forefront_flute","116","32884"
"21433","neo_animator","0","32768"
"21452","divinator","0","32768"
"21453","em._animator","0","32768"
"21454","f._animator","0","32768"
"21455","alternator","0","32768"
"21456","animator_p","0","32768"
"21457","animator_p_+1","0","32768"
"21458","animator_p_ii","0","32768"
"21459","animator_p_ii_+1","0","32768"
"21460","matre_bell","113","32881"
"21461","filiae_bell","113","32881"
"21462","eminent_bell","113","32881"
"21463","nepote_bell","113","32881"
"21476","doomsday","123","32891"
"21477","atalanta","61","32829"
"21478","moros_cross._+1","62","32830"
"21479","tsoa._crossbow","53","32821"
"21480","blurred_crossbow","130","32898"
"21481","blurred_cross._+1","130","32898"
"21482","compensator","0","32768"
"21483","malison","0","32768"
"21484","malison_+1","0","32768"
"21485","fomalhaut","0","32768"
"22107","ullr","144","32912"
"22108","tokko_bow","41","32809"
"22109","ajja_bow","38","32806"
"22110","eletta_bow","51","32819"
"22111","kaja_bow","144","32912"
"22112","mizukage-no-yumi","140","32908"
"22113","teller","32","32800"
"22114","steinthor","51","32819"
"22115","yoichinoyumi","104","32872"
"22116","gandiva","108","32876"
"22117","fail-not","133","32901"
"22118","venery_bow","132","32900"
"22119","wochowsen","56","32824"
"22120","imati","62","32830"
"22121","imati_+1","62","32830"
"22122","arasy_bow","32","32800"
"22123","arasy_bow_+1","32","32800"
"22124","artemiss_bow","138","32906"
"22125","exalted_bow","41","32809"
"22126","exalted_bow_+1","41","32809"
"22127","raetic_bow","51","32819"
"22128","raetic_bow_+1","51","32819"
"22129","yoichinoyumi","104","32872"
"22130","gandiva","108","32876"
"22131","fail-not","133","32901"
"22132","artemiss_bow_+1","138","32906"
"22133","voluspa_bow","33","32801"
"22134","holliday","59","32827"
"22135","arasy_gun","58","32826"
"22136","arasy_gun_+1","58","32826"
"22137","exalted_c.bow","62","32830"
"22138","exalted_c.bow_+1","62","32830"
"22139","gastraphetes","106","32874"
"22140","annihilator","103","32871"
"22141","death_penalty","107","32875"
"22142","armageddon","109","32877"
"22143","fomalhaut","134","32902"
"22144","voluspa_gun","59","32827"
"22145","artemiss_bow_+2","138","32906"
"22147","scouts_crossbow","52","32820"
"22148","arke_crossbow","52","32820"
"22149","sharanga","142","32910"
"22153","silver_gun","139","32907"
"22154","silver_gun+1","139","32907"
"22249","miracle_cheer","68","32836"
"22260","e._animator_ii","0","32768"
"22261","divinator_ii","0","32768"
"22266","antitail","24","32792"
"22267","antitail_+1","24","32792"
"22282","grudge","28","32796"
"22283","marvelous_cheer","136","32904"
